personLabel,occupationLabel,birthdate,deathdate,nationalityLabel,awardLabel
Barbara Joe Hoshizaki,botanist,1928-01-01T00:00:00Z,2012-01-01T00:00:00Z,,
Nina Avgustinovna Adolf,botanist,1903-01-01T00:00:00Z,1951-01-01T00:00:00Z,,
Pierrette Lévi,biologist,,,France,
Yassmin Abdel-Magied,engineer,1991-03-03T00:00:00Z,,Australia,
Neal B. Abraham,physicist,,,,AAAS Fellow
Lolaniso Ismoilova,biologist,1929-10-04T00:00:00Z,,,
Serafima Chyornaya,chemist,1914-08-12T00:00:00Z,1999-12-16T00:00:00Z,Russia,USSR State Prize
Terry Wahls,physician,1955-11-09T00:00:00Z,,,
Julia Wilmotte Henshaw,botanist,1869-08-08T00:00:00Z,1937-01-01T00:00:00Z,Canada,Croix de guerre 1914–1918
lmyeih Al-Badri,physician,1920-01-01T00:00:00Z,2001-01-01T00:00:00Z,Iraq,
Suzanne Fredericq,botanist,1956-01-01T00:00:00Z,,,
Branca Edmée Marques,chemist,1899-05-14T00:00:00Z,1986-07-19T00:00:00Z,Portugal,
Marianne V. Moore,biologist,,,United States of America,Ramón Margalef Award for Excellence in Education
Vera Rubin,physicist,1928-07-23T00:00:00Z,2016-12-25T00:00:00Z,United States of America,Gruber Prize in Cosmology
Mariama Suzanne Maïga,physician,1956-01-01T00:00:00Z,,Mali,
Vilma Kuusk,botanist,1931-02-09T00:00:00Z,,,
Helen Thom Edwards,engineer,1936-05-27T00:00:00Z,2016-06-21T00:00:00Z,United States of America,Fellow of the American Physical Society
Riitta Jouppila,physician,1940-05-30T00:00:00Z,,Finland,
Danica Perović,physician,1907-10-15T00:00:00Z,1956-11-03T00:00:00Z,Yugoslavia,Order of Brotherhood and Unity
Michelle Simmons,computer scientist,1967-07-14T00:00:00Z,,United Kingdom,Fellow of the Australian Academy of Technological Sciences and Engineering
Sarah Amherst,botanist,1762-07-19T00:00:00Z,1838-05-27T00:00:00Z,United Kingdom of Great Britain and Ireland,
Wangari Muta Maathai,biologist,1940-04-01T00:00:00Z,2011-09-25T00:00:00Z,Kenya,The Nichols-Chancellor's Medal
Q15912854,chemist,1933-01-01T00:00:00Z,2015-02-27T00:00:00Z,Republic of China (1912–1949),
Zofia Mostowska,physician,1890-06-17T00:00:00Z,1962-12-08T00:00:00Z,Poland,
Françoise Barré-Sinoussi,physician,1947-07-30T00:00:00Z,,France,Grand Cross of the Legion of Honour
Maria Fadiman,botanist,1969-07-04T00:00:00Z,,United States of America,
Maret Pank,chemist,1943-06-17T00:00:00Z,,,
Chulabhorn Walailak,chemist,1957-07-04T00:00:00Z,,Thailand,Order of the Nine Gems
Elena Mitrofanovna Morozova,engineer,1901-01-01T00:00:00Z,1982-01-01T00:00:00Z,Soviet Union,Stalin Prize
Klára Ambrus,physician,1924-12-08T00:00:00Z,2011-02-26T00:00:00Z,,
Sabina Donadío,botanist,1980-11-01T00:00:00Z,,Argentina,
Leslie M. Smith,physicist,1961-01-01T00:00:00Z,,,
María Vallet Regí,chemist,1946-04-19T00:00:00Z,,Spain,King James I Prize for Research
Elena Mitrofanovna Morozova,engineer,1901-01-01T00:00:00Z,1982-01-01T00:00:00Z,Soviet Union,"Medal ""In Commemoration of the 800th Anniversary of Moscow"""
Linda Keen,mathematician,1940-08-09T00:00:00Z,,United States of America,Fellow of the American Mathematical Society
Marjorie Violet Mussett,biologist,1922-01-01T00:00:00Z,2004-12-21T00:00:00Z,,
Elsayeda Gamal-Eldin,botanist,1943-01-01T00:00:00Z,,Egypt,
Mercedes Bustamante,biologist,,,Brazil,
Loreta Zakarevičienė,physicist,1956-01-06T00:00:00Z,,,
Anne Hoggett,biologist,,,Australia,
Q12755950,physician,1907-08-27T00:00:00Z,1941-04-06T00:00:00Z,,
Irène Joliot-Curie,chemist,1897-09-12T00:00:00Z,1956-03-17T00:00:00Z,France,Officer of the Legion of Honour
Yvonne Sylvain,physician,1907-06-28T00:00:00Z,1989-10-03T00:00:00Z,Haiti,
Sophie Charlotte Ducker,botanist,1909-04-09T00:00:00Z,2004-05-20T00:00:00Z,Australia,Mueller Medal
Ulla Pursiheimo,mathematician,1944-05-04T00:00:00Z,,Finland,
Shirley Sherwood,botanist,1933-07-01T00:00:00Z,,United Kingdom,James White Service Award for Dedication to Botanical Art
Bente Eriksen,botanist,1960-01-01T00:00:00Z,,Sweden,
Mayra Camino,botanist,1962-01-01T00:00:00Z,,Cuba,
Carol Jane Anger Rieke,astronomer,1908-01-17T00:00:00Z,1999-12-31T00:00:00Z,United States of America,
Mildred Esther Mathias,botanist,1906-09-19T00:00:00Z,1995-02-16T00:00:00Z,United States of America,
Cynthia Kenyon,biologist,1954-02-21T00:00:00Z,,United States of America,Longevity Prize
Dusa McDuff,mathematician,1945-10-18T00:00:00Z,,United States of America,Ruth Lyttle Satter Prize in Mathematics
Miriam Dell,botanist,1924-06-14T00:00:00Z,,New Zealand,Commander of the Order of the British Empire
Paule Gauthier-Villars,physician,1894-01-01T00:00:00Z,1968-01-01T00:00:00Z,France,
Karen Holtzblatt,computer scientist,,,,
Ethel Katherine Crum,botanist,1886-03-13T00:00:00Z,1943-01-05T00:00:00Z,United States of America,
Mina Rees,mathematician,1902-08-02T00:00:00Z,1997-10-25T00:00:00Z,United States of America,Computer Pioneer Award
Dana L. Suskind,physician,1968-01-01T00:00:00Z,,,
Q24010116,chemist,1899-01-01T00:00:00Z,1980-01-01T00:00:00Z,Soviet Union,Order of the Red Banner of Labour
Rosemary Peyton Biggs,botanist,1921-04-21T00:00:00Z,2001-06-29T00:00:00Z,United Kingdom,Fellow of the Royal College of Physicians
Thea D. Hodge,computer scientist,1922-11-08T00:00:00Z,2008-03-03T00:00:00Z,United States of America,ACM Fellow
Hannele Korhonen,physicist,1976-01-01T00:00:00Z,,Finland,
Ida Rhodes,computer scientist,1900-05-15T00:00:00Z,1986-02-01T00:00:00Z,United States of America,Department of Commerce Gold Medal
Q65965313,physician,1941-11-26T00:00:00Z,,Armenia,
Lilli Hornig,chemist,1921-03-22T00:00:00Z,2017-11-17T00:00:00Z,United States of America,
Natalia Rozwadowska,biologist,1950-01-01T00:00:00Z,,Poland,
Katarzyna Rejzner,mathematician,1985-01-01T00:00:00Z,,Poland,
Tomoko Kanto,physician,1955-01-01T00:00:00Z,,Japan,
Julianna Lisziewicz,chemist,1959-03-30T00:00:00Z,,Hungary,
Yelena Bonner,physician,1923-02-15T00:00:00Z,2011-06-18T00:00:00Z,Soviet Union,Thorolf Rafto Memorial Prize
Mina Rees,mathematician,1902-08-02T00:00:00Z,1997-10-25T00:00:00Z,United States of America,AAAS Fellow
Tamar Schlick,chemist,,,United States of America,AAAS Fellow
Katalin Cseh,physician,1988-06-29T00:00:00Z,,Hungary,
Anne M. Schot,botanist,1995-01-01T00:00:00Z,,,
Ana Flisser Steinbruch,biologist,1944-01-01T00:00:00Z,,Mexico,
Camelia Beldie,chemist,1930-09-15T00:00:00Z,2011-08-01T00:00:00Z,Romania,
Jenny Y Yang,chemist,1950-01-01T00:00:00Z,,United States of America,Presidential Early Career Award for Scientists and Engineers
Hélène Olivier-Bourbigou,chemist,1962-03-09T00:00:00Z,,France,Knight of the Legion of Honour
Elizabeth McHarg,mathematician,1923-04-22T00:00:00Z,1999-04-29T00:00:00Z,,
Armine Zaraelyan,physician,1965-05-29T00:00:00Z,,Armenia,
Margaret Buckingham,biologist,1945-03-02T00:00:00Z,,France,Commander of the National Order of Merit
Sylvia Richardson,mathematician,1950-01-01T00:00:00Z,,France,Fellow of the Academy of Medical Sciences
Shafrira Goldwasser,mathematician,1958-11-14T00:00:00Z,,Israel,International Association for Cryptologic Research fellow
Wendy Freedman,astronomer,1957-07-17T00:00:00Z,,Canada,Women in Space Science Award
Valentina Halitov,physician,1926-10-01T00:00:00Z,2012-07-09T00:00:00Z,Moldova,Order of the Badge of Honour
Xiaowei Zhuang,physicist,1972-01-21T00:00:00Z,,United States of America,Breakthrough Prize in Life Sciences
Q47009986,physicist,1947-08-19T00:00:00Z,2013-05-23T00:00:00Z,,
Catherine Pelachaud,computer scientist,,,,
Liudmyla Bielova,engineer,1951-07-29T00:00:00Z,,Ukraine,Q12132051
Sibylle Günter,physicist,1964-04-20T00:00:00Z,,Germany,Bavarian Order of Merit
Carmela Cortini-Pedrotti,botanist,1931-10-18T00:00:00Z,2007-04-29T00:00:00Z,Italy,
Wilhelmina Iwanowska,astronomer,1905-09-02T00:00:00Z,1999-05-16T00:00:00Z,Poland,Grand Cross of the Order of Polonia Restituta
Dorothy P. Rice,mathematician,1922-06-11T00:00:00Z,2017-02-25T00:00:00Z,,Fellow of the American Statistical Association
Elena Dorda Alcaraz,botanist,1955-01-01T00:00:00Z,,,
A. F. Gammerman,biologist,1888-11-26T00:00:00Z,1978-06-17T00:00:00Z,Russian Empire,Order of the Red Banner of Labour
Ivy Evelyn Woodward,physician,1877-05-30T00:00:00Z,1957-01-11T00:00:00Z,,
Leslie Edward Watling,biologist,1945-01-01T00:00:00Z,,United States of America,
Natalia Komarova,mathematician,,,,
Valerie Beral,physician,1946-07-28T00:00:00Z,,United Kingdom,Dame Commander of the Order of the British Empire
Kaisha Atakhanova,biologist,1957-07-18T00:00:00Z,,Soviet Union,Goldman Environmental Prize
Yelena Bonner,physician,1923-02-15T00:00:00Z,2011-06-18T00:00:00Z,Soviet Union,Hannah Arendt Prize
Anna Volkova,chemist,1800-01-01T00:00:00Z,1876-01-01T00:00:00Z,Russian Empire,
Linda B. Buck,biologist,1947-01-29T00:00:00Z,,United States of America,Perl-UNC Prize
Michelle Schatzman,mathematician,1949-12-08T00:00:00Z,2010-08-20T00:00:00Z,France,Knight of the Legion of Honour
Natalia Pabón-Mora,botanist,1985-01-01T00:00:00Z,,Colombia,
Susan Athey,mathematician,1970-11-29T00:00:00Z,,United States of America,Elaine Bennett Research Prize
Gabriella Morreale de Castro,chemist,1930-01-01T00:00:00Z,2017-12-04T00:00:00Z,Spain,honorary doctorate of the University of Alcala
Yevgeniya Chirikova,engineer,1976-11-12T00:00:00Z,,Soviet Union,Goldman Environmental Prize
Barbara Albert,chemist,1966-12-09T00:00:00Z,,Germany,
Q15918990,astronomer,1922-01-17T00:00:00Z,2003-04-26T00:00:00Z,Soviet Union,Order of the Patriotic War 2nd class
Maria Salete Marchioretto,botanist,1955-01-01T00:00:00Z,,,
Margaret Buckingham,biologist,1945-03-02T00:00:00Z,,France,Foreign Member of the Royal Society
Q50419981,physician,1859-01-01T00:00:00Z,1951-12-25T00:00:00Z,,
Saïda Tekaya,biologist,,,Tunisia,
Martha Kyrle,physicist,1917-04-17T00:00:00Z,2017-07-15T00:00:00Z,Austria,Bruno Kreisky Award for Services to Human Rights
Ilsi Iob Boldrini,botanist,1944-01-01T00:00:00Z,,Brazil,
Lidia Jackiewicz-Kozanecka,chemist,1933-05-31T00:00:00Z,,Poland,insigne honorifique de la ville de Łódź
Denise Monte Braz,botanist,1974-01-01T00:00:00Z,,Brazil,
Jule Peters,botanist,1980-01-01T00:00:00Z,,,
Maria de Fátima Freitas,botanist,1967-01-01T00:00:00Z,,,
Victoria Bellotti,computer scientist,,,United States of America,CHI Academy
Marie-Paule Cani,computer scientist,1965-01-01T00:00:00Z,,France,Knight of the Legion of Honour
Faina Mihajlovna Kirillova,mathematician,1931-09-29T00:00:00Z,,Belarus,
Carmen Monge,botanist,1961-05-15T00:00:00Z,,Spain,
Leticia Cugliandolo,physicist,1965-02-11T00:00:00Z,,France,Institut universitaire de France
Mary Bruins Allison,physician,1903-03-19T00:00:00Z,1994-09-15T00:00:00Z,United States of America,
Sharon Hillier,biologist,1954-01-01T00:00:00Z,,,
Sau Lan Wu,physicist,2000-01-01T00:00:00Z,,United States of America,Fellow of the American Academy of Arts and Sciences
Laura Conti,physician,1921-03-31T00:00:00Z,1993-05-25T00:00:00Z,Kingdom of Italy,
Märīyam Erzhanova,chemist,1928-01-01T00:00:00Z,,Kazakhstan,
Isabel Escobar,chemist,,,,
Rut Granby,botanist,1938-01-01T00:00:00Z,,,
Rachel Margolis,biologist,1921-10-28T00:00:00Z,2015-07-06T00:00:00Z,Lithuania,
Banessa Falcón Hidalgo,botanist,1985-01-01T00:00:00Z,,Cuba,
Diana Marculescu,engineer,1950-01-01T00:00:00Z,,,ACM Distinguished Member
Sandhya Samarasinghe,computer scientist,,,New Zealand,
Leticia Cugliandolo,physicist,1965-02-11T00:00:00Z,,Italy,John Simon Guggenheim Memorial Foundation Fellowship
Elizabeth Riddle Graves,physicist,1916-01-25T00:00:00Z,1972-01-06T00:00:00Z,,
Allison Randal,programmer,1950-01-01T00:00:00Z,,United States of America,White Camel award
Susan Lindquist,biologist,1949-06-05T00:00:00Z,2016-10-27T00:00:00Z,United States of America,Otto Warburg Medal
Zhenan Bao,chemist,1970-01-01T00:00:00Z,,United States of America,L'Oréal-UNESCO Award For Women in Science
Farnaz Bozorgi,biologist,,,Iran,
Charlotte Fairbanks,physician,1871-12-11T00:00:00Z,1932-02-15T00:00:00Z,,Médaille de reconnaissance de la Nation
Paula Hertwig,biologist,1889-10-11T00:00:00Z,1983-03-31T00:00:00Z,German Empire,Patriotic Order of Merit in bronze
Sarah Beck-Svetitsky,physicist,1954-01-01T00:00:00Z,,Israel,
Martha E. Sloan,computer scientist,1939-01-01T00:00:00Z,,,IEEE Fellow
Linda Laubenstein,physician,1947-05-21T00:00:00Z,1992-08-15T00:00:00Z,United States of America,
Marija Kosec,chemist,1947-09-05T00:00:00Z,2012-12-01T00:00:00Z,Slovenia,Ambassador of Science of the Republic of Slovenia
Laima Griciūtė,physician,1926-04-15T00:00:00Z,2018-11-03T00:00:00Z,Lithuania,
Náníbaaʼ Garrison,biologist,,,United States of America,
Audronė Kurienė,physician,1962-12-07T00:00:00Z,,,
Lucy Wills,physician,1888-01-01T00:00:00Z,1964-04-26T00:00:00Z,United Kingdom,
Maria Thereza Lemos de Arruda Camargo,botanist,1928-01-01T00:00:00Z,,Brazil,
Maria Goeppert Mayer,physicist,1906-06-28T00:00:00Z,1972-02-20T00:00:00Z,Germany,Nobel Prize in Physics
Frances E. Allen,engineer,1932-08-04T00:00:00Z,2020-08-04T00:00:00Z,United States of America,ACM Fellow
Dolores Richard Spikes,mathematician,1936-08-24T00:00:00Z,2015-06-01T00:00:00Z,United States of America,Louisiana Center for Women and Government Hall of Fame
Geneviève Comte-Bellot,physicist,1929-07-29T00:00:00Z,,France,docteur honoris causa de l'université de Łódź
Mildred Dresselhaus,physicist,1930-11-11T00:00:00Z,2017-02-20T00:00:00Z,United States of America,National Inventors Hall of Fame
Ingrid van Houten-Groeneveld,astronomer,1921-10-21T00:00:00Z,2015-03-30T00:00:00Z,Kingdom of the Netherlands,
Maria Jacobsen,physician,1882-11-06T00:00:00Z,1960-11-06T00:00:00Z,Denmark,
Irit Dinur,computer scientist,1973-03-04T00:00:00Z,,Israel,Nessyahu prize
Ethel Raybould,mathematician,1899-07-31T00:00:00Z,1987-01-17T00:00:00Z,,
Hilary Kahn,engineer,1943-01-01T00:00:00Z,2007-01-01T00:00:00Z,United Kingdom,
Brenda J. Herring,botanist,1959-01-01T00:00:00Z,,United States of America,
Cecilia Omaile Ojabo,physician,1960-01-01T00:00:00Z,,Nigeria,
Kathie-Ann Joseph,physician,1970-01-01T00:00:00Z,,United States of America,
Sylvia Earle,biologist,1935-08-30T00:00:00Z,,United States of America,Hans Hass Award
Danuta Liszewska-Pfejfer,physician,1936-01-01T00:00:00Z,2012-10-26T00:00:00Z,Poland,Knight of the Order of Polonia Restituta
Dorothy Hodgkin,biologist,1910-05-12T00:00:00Z,1994-07-29T00:00:00Z,United Kingdom,Fellow of the Royal Society
Rosemary Grant,biologist,1936-10-08T00:00:00Z,,United Kingdom,Royal medal
Edith Bülbring,biologist,1903-12-27T00:00:00Z,1990-07-05T00:00:00Z,Kingdom of the Netherlands,Fellow of the Royal Society
A. F. Gammerman,biologist,1888-11-26T00:00:00Z,1978-06-17T00:00:00Z,Soviet Union,Order of the Red Banner of Labour
Nancy J. Currie,engineer,1958-12-29T00:00:00Z,,United States of America,NASA Distinguished Service Medal
Margaret Steentoft,botanist,1927-01-01T00:00:00Z,,,
Mildred T. Stahlman,physician,1922-01-01T00:00:00Z,,United States of America,John Howland Award
Shafrira Goldwasser,mathematician,1958-11-14T00:00:00Z,,Israel,Gödel Prize
Athene Donald,physicist,1953-05-15T00:00:00Z,,United Kingdom,Bakerian Lecture
Irene Manton,botanist,1904-04-17T00:00:00Z,1988-05-31T00:00:00Z,United Kingdom,Fellow of the American Academy of Arts and Sciences
Maria Pastori,mathematician,1895-03-10T00:00:00Z,1975-04-17T00:00:00Z,Italy,
Montserrat Tura i Camafreita,physician,1954-11-06T00:00:00Z,,Spain,Premi Carles Rahola d'assaig
Dorothy Hodgkin,biologist,1910-05-12T00:00:00Z,1994-07-29T00:00:00Z,United Kingdom,Order of Merit
Dominique Bouchet-Doumenq,botanist,1771-03-15T00:00:00Z,1845-01-01T00:00:00Z,France,
Danuta Sybilska,chemist,1923-01-01T00:00:00Z,2004-03-28T00:00:00Z,Poland,
Edith Kann,botanist,1907-04-19T00:00:00Z,1987-10-07T00:00:00Z,Austria,
Q61125493,physician,1866-04-28T00:00:00Z,,,
Claire Molloy,physician,1988-06-22T00:00:00Z,,Ireland,
Shirley Pledger,mathematician,,,,
Canan Efendigil Karatay,physician,1943-01-01T00:00:00Z,,Turkey,
Marissa Mayer,computer scientist,1975-05-30T00:00:00Z,,United States of America,Forbes list of The World's 100 Most Powerful Women
Tamara Gladkina,biologist,1919-12-27T00:00:00Z,2011-04-27T00:00:00Z,Russia,Order of the Patriotic War 2nd class
Alina Payne,physician,1954-01-01T00:00:00Z,,Romania,
Q42889558,physician,1911-01-03T00:00:00Z,1996-09-10T00:00:00Z,Soviet Union,Order of the Red Banner of Labour
Marcella Balconi,physician,1919-02-08T00:00:00Z,1999-02-05T00:00:00Z,Italy,
Jeanne Eder-Schwyzer,chemist,1894-03-02T00:00:00Z,1957-10-24T00:00:00Z,Switzerland,
Ruzena Bajcsy,computer scientist,1933-01-01T00:00:00Z,,United States of America,NCWIT Pioneer in Tech Award
Manuelita Vallarino de Saint Malo,biologist,1938-09-18T00:00:00Z,,Panama,
Michelle Simmons,computer scientist,1967-07-14T00:00:00Z,,United Kingdom,Officer of the Order of Australia
Lakshmi Sahgal,physician,1914-10-24T00:00:00Z,2012-07-23T00:00:00Z,Dominion of India,Padma Vibhushan
Christiane Nüsslein-Volhard,biologist,1942-10-20T00:00:00Z,,Germany,Foreign Member of the Royal Society
زهيرة عابدين,physician,1917-01-01T00:00:00Z,2002-05-06T00:00:00Z,Egypt,
Elena V. Pitjeva,astronomer,2000-01-01T00:00:00Z,,Russia,
Deborah Frincke,computer scientist,,,,ACM Fellow
Rosa María Cros,botanist,2000-01-01T00:00:00Z,,Spain,
Q89189822,biologist,1911-04-29T00:00:00Z,1990-01-17T00:00:00Z,,Honoured worker in science and technology of the Ukrainian SSR
Lucina Laam,engineer,1943-01-01T00:00:00Z,,,
Jennifer Tour Chayes,mathematician,1956-09-20T00:00:00Z,,United States of America,Fellow of the Association for Women in Mathematics
Sheila Sherlock,physician,1918-05-31T00:00:00Z,2001-12-30T00:00:00Z,United Kingdom,Fellow of the Royal College of Physicians
Edith Clarke,physicist,1883-02-10T00:00:00Z,1959-10-29T00:00:00Z,United States of America,IEEE Fellow
Beronda Montgomery,botanist,,,,
Dianne Edwards,botanist,1942-01-01T00:00:00Z,,United Kingdom,Fellow of the Learned Society of Wales
Tamara Mikhaylovna Smirnova,astronomer,1935-12-15T00:00:00Z,2001-09-05T00:00:00Z,Soviet Union,
Jennifer Tour Chayes,physicist,1956-09-20T00:00:00Z,,United States of America,Anita Borg Institute Women of Vision Awards
Q56308956,biologist,1903-01-01T00:00:00Z,1960-01-01T00:00:00Z,,
Zofia Radwańska-Paryska,botanist,1901-05-03T00:00:00Z,2001-10-24T00:00:00Z,Poland,
Uma Chowdhry,chemist,1947-01-01T00:00:00Z,,British India,Hall of Fame of Delaware Women
Pilar Coello Marín,botanist,1955-01-01T00:00:00Z,,,
Khalida al-Qaisi,physician,1924-01-01T00:00:00Z,,Iraq,
Tomo Inouye,physician,1870-01-01T00:00:00Z,,,
Ruth Stauffer,mathematician,1910-07-16T00:00:00Z,1993-01-01T00:00:00Z,United States of America,
Tamara Gladkina,biologist,1919-12-27T00:00:00Z,2011-04-27T00:00:00Z,Russian Soviet Federative Socialist Republic,"Medal ""For the Victory over Germany in the Great Patriotic War 1941–1945"""
Leena Peltonen-Palotie,biologist,1952-06-16T00:00:00Z,2010-03-11T00:00:00Z,Finland,Eric K. Fernströms Nordiska Pris
Harriet Beecher Conant,physician,1852-01-01T00:00:00Z,,United States of America,
Anna Stec,chemist,,,,Fellow of the Royal Society of Chemistry
Bożena Śmiałkowska,computer scientist,1950-01-01T00:00:00Z,,Poland,Medal of the National Education Commission
Esther Park,physician,1876-03-16T00:00:00Z,1910-04-13T00:00:00Z,,
Ewa Kita,chemist,1947-07-08T00:00:00Z,,Poland,
MiMi Aung,engineer,1968-01-01T00:00:00Z,,United States of America,BBC 100 Women
Ayako Gotō,chemist,1942-01-01T00:00:00Z,,Japan,
Marissa Mayer,computer scientist,1975-05-30T00:00:00Z,,United States of America,honorary degree
Willetta Greene-Johnson,physicist,1957-03-01T00:00:00Z,,United States of America,
Q60830178,biologist,1912-07-25T00:00:00Z,1994-01-01T00:00:00Z,,Order of Friendship of Peoples
Hanne Nøkleby,physician,1948-06-24T00:00:00Z,,Norway,
Angelika Amon,biologist,1967-01-01T00:00:00Z,,United States of America,NAS Award in Molecular Biology
Margaret Burbidge,astronomer,1919-08-12T00:00:00Z,2020-04-05T00:00:00Z,United Kingdom,Gold Medal of the Royal Astronomical Society
Hanna Resvoll-Holmsen,botanist,1873-09-11T00:00:00Z,1943-03-13T00:00:00Z,Norway,
Bess Mensendieck,physician,1864-07-01T00:00:00Z,1957-01-27T00:00:00Z,Kingdom of the Netherlands,
Tova Berman-Yeshurun,physician,1898-07-09T00:00:00Z,1997-12-24T00:00:00Z,Israel,
